recordType,section,metric,value,label,startDate,endDate,tradingDays,totalReturn,cagr,annualizedVolatility,sharpe,maxDrawdown,entryDate,exitDate,regime,quantity,vixStdBand,sigma2SignalTag,sigma2Count60,sigma2Count20,entryUnderlying,exitUnderlying,strike,entryCost,leapsExitValue,shortCallPremiumCollected,shortCallSettlements,shortCallCloseCost,shortCallNetCash,totalExitValue,pnl,pnlPct,ageDays,entryRsi,entryVix,entryVixMean,entryVixStd,vixThreshold,buyReason,sellReason,rawReason
trade,trade_log,,,,,,,,,,,,2022-09-26,2023-06-15,sigma1_weekly_1lot,1,1,,,,268.5284,363.8068,249,6834.4577,13022.9909,2967.306,378.186,378.2051,2210.9148,15233.9057,8399.4481,1.228985,262,29.6177,32.26,18.2236,7.3432,25.5667,"RSI(14) 29.6177 < 35; VIX 32.26 >= 25.5667; mean + 1*std <= VIX < mean + 2*std, buy 1 contract max once per week; short call overlay active",held <12 months and reached +120% profit,take_profit_120_before_12m
trade,trade_log,,,,,,,,,,,,2022-06-16,2023-06-16,sigma2_repeat_20d_2lot,2,2,second_or_later_in_20d,4,2,264.6268,361.5174,246,12424.6897,25325.5313,7401.0568,1983.8928,452.3213,4964.8427,30290.374,17865.6843,1.437918,365,33.9971,32.95,18.0648,7.343,32.7508,"RSI(14) 33.9971 < 35; VIX 32.95 >= 32.7508; second or later RSI<35 and VIX >= mean + 2*std signal in the last 20 trading days, buy 2 contracts, or 1 if cash is insufficient for 2; short call overlay active",held 12-15 months and reached +80% profit,take_profit_80_12_to_15m
trade,trade_log,,,,,,,,,,,,2022-10-12,2023-07-12,sigma2_repeat_20d_2lot,2,2,second_or_later_in_20d,2,2,257.0678,366.8247,238,13280.6396,28222.1235,5926.0918,641.4063,0,5284.6856,33506.8091,20226.1694,1.522982,273,32.4298,33.57,18.2765,7.3758,33.028,"RSI(14) 32.4298 < 35; VIX 33.57 >= 33.028; second or later RSI<35 and VIX >= mean + 2*std signal in the last 20 trading days, buy 2 contracts, or 1 if cash is insufficient for 2; short call overlay active",held <12 months and reached +150% profit,take_profit_150_before_12m
trade,trade_log,,,,,,,,,,,,2022-10-11,2023-07-12,sigma2_first_60d_1lot,1,2,first_in_60d,1,1,257.1558,366.8247,238,6646.5947,14107.8163,2963.9354,320.7031,0,2643.2323,16751.0486,10104.4539,1.520245,274,32.4804,33.63,18.2713,7.3717,33.0146,"RSI(14) 32.4804 < 35; VIX 33.63 >= 33.0146; first RSI<35 and VIX >= mean + 2*std signal in the last 60 trading days, buy 1 contract; short call overlay active",held <12 months and reached +150% profit,take_profit_150_before_12m
trade,trade_log,,,,,,,,,,,,2022-09-21,2023-07-13,sigma1_weekly_1lot,1,1,,,,277.5228,373.0529,257,7075.4008,13010.2878,3219.8334,0,163.9817,3055.8517,16066.1395,8990.7387,1.270704,295,34.8195,27.99,18.2118,7.3372,25.549,"RSI(14) 34.8195 < 35; VIX 27.99 >= 25.549; mean + 1*std <= VIX < mean + 2*std, buy 1 contract max once per week; short call overlay active",held <12 months and reached +120% profit,take_profit_120_before_12m
trade,trade_log,,,,,,,,,,,,2022-09-06,2023-09-06,sigma1_weekly_1lot,1,1,,,,286.2962,368.7139,265,7178.3524,11577.3617,3651.5073,783.7646,0.0283,2867.7144,14445.0761,7266.7237,1.012311,365,33.4322,26.91,18.184,7.3363,25.5203,"RSI(14) 33.4322 < 35; VIX 26.91 >= 25.5203; mean + 1*std <= VIX < mean + 2*std, buy 1 contract max once per week; short call overlay active",held 12-15 months and reached +60% profit,take_profit_60_12_to_15m
trade,trade_log,,,,,,,,,,,,2024-08-06,2025-07-03,sigma1_weekly_1lot,1,1,,,,435.4464,554.1622,414,7344.2689,16546.9365,1526.4779,1697.1863,32.9306,-203.6389,16343.2976,8999.0287,1.225313,331,33.4584,27.71,18.0948,7.0566,25.1514,"RSI(14) 33.4584 < 35; VIX 27.71 >= 25.1514; mean + 1*std <= VIX < mean + 2*std, buy 1 contract max once per week; short call overlay active",held <12 months and reached +120% profit,take_profit_120_before_12m
trade,trade_log,,,,,,,,,,,,2025-04-03,2025-07-25,sigma1_weekly_1lot,1,1,,,,448.4891,564.2747,422,8721.5223,18241.1002,1178.8238,0,156.2695,1022.5543,19263.6545,10542.1322,1.208749,113,31.7204,30.02,18.0925,6.9283,25.0208,"RSI(14) 31.7204 < 35; VIX 30.02 >= 25.0208; mean + 1*std <= VIX < mean + 2*std, buy 1 contract max once per week; short call overlay active",held <12 months and reached +120% profit,take_profit_120_before_12m
trade,trade_log,,,,,,,,,,,,2024-08-05,2025-08-05,sigma2_first_60d_1lot,1,2,first_in_60d,1,1,431.325,558.1973,410,7275.6013,16882.6682,1888.304,2058.9203,0,-170.6163,16712.0519,9436.4506,1.296999,365,30.2739,38.57,18.092,7.0557,32.2034,"RSI(14) 30.2739 < 35; VIX 38.57 >= 32.2034; first RSI<35 and VIX >= mean + 2*std signal in the last 60 trading days, buy 1 contract; short call overlay active",held 12-15 months and reached +80% profit,take_profit_80_12_to_15m
trade,trade_log,,,,,,,,,,,,2025-04-07,2025-09-12,sigma2_repeat_20d_2lot,2,2,second_or_later_in_20d,2,2,421.649,584.4896,395,17048.5648,43172.0474,3670.0131,3394.3726,632.4115,-356.7709,42815.2765,25766.7118,1.511371,158,25.0236,46.98,18.1082,6.958,32.0242,"RSI(14) 25.0236 < 35; VIX 46.98 >= 32.0242; second or later RSI<35 and VIX >= mean + 2*std signal in the last 20 trading days, buy 2 contracts, or 1 if cash is insufficient for 2; short call overlay active",held <12 months and reached +150% profit,take_profit_150_before_12m
trade,trade_log,,,,,,,,,,,,2025-03-10,2025-09-12,sigma1_weekly_1lot,1,1,,,,469.7523,584.4896,443,8723.8908,17658.4543,2056.8326,0,338.9083,1717.9242,19376.3785,10652.4877,1.221071,186,28.5145,27.86,18.0751,6.9377,25.0129,"RSI(14) 28.5145 < 35; VIX 27.86 >= 25.0129; mean + 1*std <= VIX < mean + 2*std, buy 1 contract max once per week; short call overlay active",held <12 months and reached +120% profit,take_profit_120_before_12m
trade,trade_log,,,,,,,,,,,,2025-04-08,2025-09-15,sigma2_repeat_20d_2lot,2,2,second_or_later_in_20d,3,3,414.0558,589.4911,388,16750.6074,45220.805,3649.7476,6187.5793,699.1705,-3237.0022,41983.8027,25233.1953,1.506405,160,23.3233,52.33,18.1177,6.9805,32.0786,"RSI(14) 23.3233 < 35; VIX 52.33 >= 32.0786; second or later RSI<35 and VIX >= mean + 2*std signal in the last 20 trading days, buy 2 contracts, or 1 if cash is insufficient for 2; short call overlay active",held <12 months and reached +150% profit,take_profit_150_before_12m
trade,trade_log,,,,,,,,,,,,2025-04-04,2025-09-15,sigma2_first_60d_1lot,1,2,first_in_60d,1,1,420.634,589.4911,394,8519.5901,22090.6274,1832.9976,2058.9203,322.5383,-548.461,21542.1664,13022.5762,1.528545,164,24.3389,45.31,18.1001,6.9422,31.9846,"RSI(14) 24.3389 < 35; VIX 45.31 >= 31.9846; first RSI<35 and VIX >= mean + 2*std signal in the last 60 trading days, buy 1 contract; short call overlay active",held <12 months and reached +150% profit,take_profit_150_before_12m
